claim_id,policy_id,accident_date,reporting_date,claim_amount,claim_status,payout_amount
876,3930,29/05/2024,30/07/2024,136669,Pending,0
877,1686,17/03/2025,22/06/2025,189025.04,Pending,0
878,3284,22/03/2025,26/05/2025,56924.38,Approved,51393.23
879,1470,12/09/2023,21/01/2024,89388.6,Rejected,0
880,3521,23/11/2025,06/02/2026,38906.22,Pending,0
881,1621,13/12/2024,03/01/2025,33895.26,Pending,0
882,2929,22/08/2025,05/01/2026,13561.63,Approved,13561.63
883,1863,20/01/2026,08/05/2026,41513.12,Rejected,0
884,4825,17/11/2026,08/03/2027,187980.35,Rejected,0
885,826,31/03/2025,09/05/2025,143515.22,Approved,143515.22
886,2128,19/09/2025,02/10/2025,50755.65,Approved,50755.65
887,1247,17/03/2024,22/05/2024,90499.57,Approved,90499.57
888,1872,18/10/2024,22/10/2024,24102,Approved,24102
889,1282,09/01/2025,25/01/2025,117328.8,Rejected,0
890,2432,29/07/2024,16/08/2024,100815.97,Approved,100815.97
891,1223,30/03/2025,15/06/2025,56662.73,Rejected,0
892,1394,20/04/2025,26/07/2025,132314.27,Approved,132314.27
893,1545,18/01/2024,14/03/2024,78503.02,Approved,78503.02
894,854,02/12/2024,15/02/2025,29243.07,Pending,0
895,5148,15/10/2026,18/01/2027,2724.47,Pending,0
896,3826,22/10/2023,27/11/2023,1503.45,Approved,1503.45
897,4881,11/02/2025,01/07/2025,61285.88,Pending,0
898,4911,05/07/2023,28/08/2023,129363.33,Approved,129363.33
899,4639,17/02/2025,05/04/2025,167032.3,Approved,167032.3
900,2879,29/11/2024,23/04/2025,170351.85,Pending,0
901,679,10/12/2024,07/04/2025,15092.34,Rejected,0
902,5226,08/03/2026,25/03/2026,39884.81,Approved,39884.81
903,5158,03/10/2025,02/01/2026,131266.86,Approved,131266.86
904,4276,20/05/2026,06/06/2026,63898.29,Pending,0
905,4130,27/08/2023,19/11/2023,61482.26,Rejected,0
906,2355,04/11/2025,13/12/2025,73216.44,Approved,73216.44
907,5881,16/10/2023,28/11/2023,49611.94,Approved,49611.94
908,1079,07/08/2024,26/11/2024,72217.46,Approved,72217.46
909,3056,19/09/2025,19/01/2026,72068.95,Approved,72068.95
910,4592,07/11/2024,04/12/2024,121522.22,Approved,111893.98
911,4912,04/01/2026,21/05/2026,146842.15,Approved,146842.15
912,3505,09/12/2023,13/12/2023,126509.49,Rejected,0
913,4549,14/08/2026,09/01/2027,118212.24,Approved,91056.65
914,3501,21/12/2025,08/05/2026,155151.85,Approved,155151.85
915,128,03/10/2024,02/03/2025,58554.33,Rejected,0
916,1482,10/05/2026,15/09/2026,79658.64,Approved,79658.64
917,2401,22/09/2026,22/11/2026,161404.74,Rejected,0
918,2112,30/04/2026,11/06/2026,28503.95,Rejected,0
919,2506,13/06/2025,28/07/2025,113379.6,Approved,64812.04
920,3904,05/09/2025,05/12/2025,152413.74,Approved,152413.74
921,3481,28/05/2023,30/08/2023,133882.83,Approved,133882.83
922,4810,08/11/2023,15/02/2024,91201.37,Approved,91201.37
923,3530,10/09/2024,01/12/2024,193704.06,Approved,193704.06
924,624,27/10/2025,02/01/2026,114246.95,Approved,114246.95
925,2400,31/01/2026,04/05/2026,179696.21,Approved,179696.21
926,2383,20/12/2024,26/03/2025,44968.4,Pending,0
927,3590,28/09/2023,27/12/2023,69333.95,Rejected,0
928,2583,07/08/2025,08/08/2025,28224.18,Approved,28224.18
929,3604,02/06/2025,11/10/2025,42697.66,Rejected,0
930,4332,16/04/2024,26/05/2024,143601.89,Approved,143601.89
931,941,20/10/2025,03/02/2026,144191,Rejected,0
932,5783,11/09/2024,11/01/2025,118362.78,Approved,118362.78
933,1686,02/05/2025,07/05/2025,26013.08,Approved,26013.08
934,4929,29/06/2025,07/11/2025,114667.73,Approved,114667.73
935,5905,17/04/2025,02/06/2025,81388.54,Approved,66122.91
936,1968,02/11/2025,13/01/2026,43710.39,Pending,0
937,3936,05/07/2025,02/11/2025,34528.07,Pending,0
938,1083,07/08/2025,12/09/2025,164180.41,Rejected,0
939,4835,25/07/2024,02/12/2024,144975.27,Approved,144975.27
940,959,14/03/2026,31/03/2026,77399.65,Approved,77399.65
941,458,17/11/2023,29/03/2024,101119.73,Pending,0
942,3826,13/08/2023,20/09/2023,35895.73,Rejected,0
943,5035,03/07/2025,12/07/2025,106520.28,Pending,0
944,5829,24/07/2025,16/08/2025,26500.6,Approved,26500.6
945,2142,28/11/2023,17/03/2024,74390.3,Approved,74390.3
946,3974,17/08/2025,04/12/2025,160558.89,Approved,160558.89
947,3998,29/06/2024,26/09/2024,148408.11,Approved,148408.11
948,318,20/02/2024,16/07/2024,27209.68,Approved,27209.68
949,1582,11/03/2024,01/04/2024,175414.88,Approved,175414.88
950,1057,01/12/2024,02/12/2024,157989.79,Rejected,0
951,4357,21/07/2026,01/12/2026,1935.21,Approved,1935.21
952,5188,12/03/2026,31/05/2026,21763.35,Approved,21763.35
953,4688,18/10/2025,21/12/2025,107452.93,Approved,107452.93
954,2974,23/06/2024,01/09/2024,79792.1,Pending,0
955,3561,10/11/2024,23/02/2025,111733.75,Approved,111733.75
956,119,12/04/2024,01/09/2024,197707.4,Approved,197707.4
957,3966,02/10/2024,11/01/2025,171072.29,Rejected,0
958,2389,20/03/2026,19/04/2026,89595.68,Rejected,0
959,3009,14/12/2023,24/01/2024,101914.54,Approved,101914.54
960,4830,02/01/2026,15/01/2026,192931.77,Approved,192931.77
961,1930,27/01/2025,05/03/2025,120248.97,Approved,120248.97
962,860,04/02/2026,01/04/2026,122001.26,Approved,122001.26
963,2662,25/11/2025,07/04/2026,192724.2,Approved,192724.2
964,1963,28/07/2024,01/12/2024,40740.59,Approved,40740.59
965,4524,15/02/2026,29/04/2026,156899.91,Approved,156899.91
966,359,27/09/2026,25/11/2026,134967.86,Rejected,0
967,5918,15/07/2024,14/09/2024,195141.36,Rejected,0
968,3847,18/06/2023,27/08/2023,70948.97,Rejected,0
969,2959,10/11/2024,21/02/2025,103789.67,Approved,103789.67
970,3468,22/05/2025,14/06/2025,145364.67,Approved,145364.67
971,2449,09/03/2024,06/06/2024,163195.22,Approved,163195.22
972,5183,14/11/2025,10/03/2026,115193.89,Pending,0
973,1299,29/01/2024,13/03/2024,21739.76,Approved,21739.76
974,1295,24/11/2025,19/02/2026,160686.98,Pending,0
975,5464,05/01/2024,21/05/2024,115191.33,Rejected,0
976,2809,24/11/2024,17/03/2025,112852.14,Pending,0
977,5698,19/01/2025,15/04/2025,92040.26,Pending,0
978,1122,28/06/2025,25/11/2025,96653.05,Pending,0
979,3213,04/11/2023,21/11/2023,157836.88,Approved,157836.88
980,3719,01/01/2024,28/02/2024,82778.98,Rejected,0
981,1140,11/11/2025,23/03/2026,140313.3,Approved,140313.3
982,637,07/01/2026,30/01/2026,149883.23,Approved,149883.23
983,4225,21/01/2024,06/03/2024,71030.82,Approved,44880.62
984,5663,08/06/2026,26/07/2026,40333.47,Approved,40333.47
985,5072,05/01/2024,26/02/2024,167070.63,Approved,112681.36
986,3408,08/10/2025,07/11/2025,135324.52,Pending,0
987,2069,11/07/2025,14/11/2025,152966.72,Rejected,0
988,5803,16/06/2026,26/06/2026,74553.71,Rejected,0
989,1722,02/09/2023,06/01/2024,176256.96,Pending,0
990,4209,09/04/2026,18/06/2026,196886.74,Approved,125481.95
991,4162,23/04/2023,17/09/2023,105384.22,Approved,105384.22
992,4570,11/12/2024,19/12/2024,79046.53,Approved,79046.53
993,4038,12/09/2023,07/01/2024,139799.79,Pending,0
994,3600,25/12/2024,15/03/2025,2858.09,Rejected,0
995,3674,20/06/2024,25/09/2024,65424.52,Approved,65424.52
996,4720,10/07/2025,26/08/2025,47809.26,Approved,47809.26
997,5754,15/06/2025,10/09/2025,100004.62,Approved,100004.62
998,5752,07/05/2025,10/08/2025,80418.22,Approved,80418.22
999,2188,09/06/2024,12/07/2024,137359.38,Pending,0
1000,3173,03/08/2025,11/10/2025,111290.34,Rejected,0
1001,989,02/04/2026,22/05/2026,191850.01,Approved,191850.01
1002,5236,05/08/2023,19/09/2023,27327.1,Approved,22108.16
1003,3291,14/05/2026,02/08/2026,60356.82,Rejected,0
1004,3095,19/05/2024,11/10/2024,20245.47,Approved,20245.47
1005,4123,15/12/2023,18/02/2024,126157.51,Approved,126157.51
1006,43,27/12/2024,03/03/2025,112289.83,Approved,70324.9
1007,2818,03/12/2025,18/03/2026,173540.03,Approved,103688.34
1008,5759,10/08/2025,25/12/2025,156171.67,Approved,156171.67
1009,3712,25/11/2024,04/04/2025,147436.97,Approved,101248.62
1010,1709,03/10/2023,29/01/2024,29397.24,Rejected,0
1011,3141,11/04/2024,06/07/2024,122655.87,Approved,122655.87
1012,4928,15/06/2025,05/07/2025,46029.48,Approved,46029.48
1013,5104,02/03/2024,09/05/2024,79393.34,Rejected,0
1014,523,13/05/2024,13/08/2024,104426.67,Rejected,0
1015,1641,11/09/2024,25/12/2024,170915.26,Approved,170915.26
1016,5079,07/08/2024,10/10/2024,140289.04,Pending,0
1017,4707,16/09/2025,08/11/2025,21050.36,Approved,21050.36
1018,2290,10/09/2024,28/01/2025,154301.27,Approved,154301.27
1019,800,14/11/2024,10/12/2024,31477.24,Approved,31477.24
1020,3254,08/05/2026,26/07/2026,147649.85,Approved,147649.85
1021,1116,29/01/2026,03/03/2026,34536.29,Approved,34536.29
1022,3922,16/09/2024,08/12/2024,93705.1,Pending,0
1023,4456,14/11/2023,22/01/2024,27455.42,Approved,20982.83
1024,5283,28/12/2024,23/04/2025,127352.3,Rejected,0
1025,609,15/08/2024,04/12/2024,128085.89,Approved,128085.89
1026,734,06/09/2023,07/01/2024,161039.2,Approved,161039.2
1027,801,01/03/2024,14/06/2024,61062.8,Approved,61062.8
1028,2342,22/09/2024,19/12/2024,107252.23,Approved,107252.23
1029,3143,17/03/2025,17/07/2025,153290.91,Approved,153290.91
1030,251,01/10/2025,29/11/2025,109868.33,Rejected,0
1031,1668,24/07/2024,06/11/2024,87702.72,Pending,0
1032,2528,07/08/2024,17/09/2024,129375.16,Rejected,0
1033,4964,13/08/2024,08/10/2024,84736.76,Approved,84736.76
1034,1182,16/05/2024,24/07/2024,148713.91,Approved,104445.18
1035,1094,22/01/2025,09/03/2025,22516.09,Approved,22516.09
1036,2806,27/04/2025,05/07/2025,98653.2,Rejected,0
1037,1914,28/03/2026,01/04/2026,193958.39,Approved,193958.39
1038,3591,27/04/2025,08/07/2025,143181.59,Approved,143181.59
1039,2673,14/07/2024,06/08/2024,98969.12,Approved,98969.12
1040,4635,18/09/2025,23/01/2026,93005.05,Pending,0
1041,5190,14/10/2023,06/01/2024,150238.63,Approved,150238.63
1042,3510,17/07/2024,25/10/2024,94294.28,Approved,94294.28
1043,3051,23/05/2023,28/08/2023,24831.33,Rejected,0
1044,3971,09/05/2024,11/07/2024,195006.96,Approved,195006.96
1045,2780,16/06/2023,05/08/2023,154313.7,Approved,154313.7
1046,2236,05/03/2025,04/07/2025,192262.17,Approved,111073.62
1047,4120,12/08/2024,30/12/2024,51035.89,Approved,51035.89
1048,1853,13/10/2024,13/01/2025,172799.7,Pending,0
1049,5914,01/05/2025,29/05/2025,87115.25,Approved,87115.25
1050,2533,07/07/2024,03/12/2024,157934.18,Approved,157934.18
1051,980,01/03/2024,27/07/2024,95316.5,Rejected,0
1052,3525,24/07/2025,01/09/2025,18351.24,Approved,18351.24
1053,4199,13/04/2024,08/07/2024,199396.13,Pending,0
1054,2373,22/08/2026,06/09/2026,129092.69,Approved,129092.69
1055,710,15/11/2024,17/12/2024,63689.54,Approved,63689.54
1056,434,16/02/2026,15/05/2026,88024.42,Rejected,0
1057,1421,24/12/2023,29/12/2023,71954.42,Rejected,0
1058,2150,29/09/2023,02/12/2023,97317.78,Pending,0
1059,831,13/08/2024,03/01/2025,139559.04,Approved,139559.04
1060,2761,20/05/2024,06/10/2024,146614.28,Approved,146614.28
1061,1926,30/04/2024,18/09/2024,106461.92,Approved,106461.92
1062,4882,19/01/2024,05/06/2024,643.61,Approved,643.61
1063,2356,30/09/2024,16/11/2024,124137.05,Pending,0
1064,2621,28/05/2025,28/07/2025,13136.68,Approved,11840.54
1065,210,10/01/2024,23/05/2024,153263.95,Rejected,0
1066,5984,06/04/2024,17/06/2024,128360.33,Approved,128360.33
1067,2499,14/11/2025,01/12/2025,187591.01,Approved,187591.01
1068,3163,22/04/2025,12/06/2025,38727.52,Approved,38727.52
1069,914,04/01/2025,13/04/2025,105401.36,Rejected,0
1070,5545,07/02/2026,13/04/2026,44534.2,Approved,44534.2
1071,5813,15/07/2025,06/09/2025,185716.54,Rejected,0
1072,1205,22/04/2023,19/08/2023,12609.69,Rejected,0
1073,2169,22/10/2025,05/02/2026,158952.79,Rejected,0
1074,3022,14/12/2025,20/02/2026,146992.92,Approved,79109.87
1075,1575,01/09/2023,11/01/2024,145171.8,Approved,145171.8
1076,4506,02/03/2026,20/04/2026,50128.22,Approved,50128.22
1077,4923,28/06/2024,17/11/2024,83329.33,Rejected,0
1078,5672,21/07/2023,15/12/2023,92014.76,Approved,92014.76
1079,4495,20/06/2025,01/08/2025,110218.11,Rejected,0
1080,369,14/01/2024,09/04/2024,107013.15,Rejected,0
1081,2273,21/06/2026,12/10/2026,180545.75,Pending,0
1082,1072,11/11/2025,02/02/2026,82762.49,Rejected,0
1083,5147,21/01/2024,10/05/2024,65028.46,Rejected,0
1084,4066,14/04/2024,05/09/2024,75325.08,Approved,75325.08
1085,5079,17/08/2024,17/11/2024,89776.21,Pending,0
1086,1662,30/04/2024,30/04/2024,196599.82,Rejected,0
1087,3472,24/06/2025,28/06/2025,198685.7,Approved,198685.7
1088,1351,21/11/2024,16/01/2025,63323.48,Approved,63323.48
1089,2267,12/07/2026,20/09/2026,102498.66,Pending,0
1090,1258,11/01/2026,06/06/2026,8028.39,Approved,8028.39
1091,2317,26/01/2025,03/04/2025,116640.06,Approved,116640.06
1092,5568,24/05/2025,16/06/2025,114028.45,Approved,114028.45
1093,5791,15/08/2025,06/11/2025,34994.05,Rejected,0
1094,1408,03/10/2025,27/02/2026,19525.13,Rejected,0
1095,4616,01/08/2025,16/10/2025,161764.06,Approved,161764.06
1096,934,17/05/2025,10/08/2025,163519.77,Approved,163519.77
1097,2341,21/04/2024,18/06/2024,169970.89,Rejected,0
1098,1306,03/08/2025,08/11/2025,105114.48,Approved,105114.48
1099,589,26/09/2024,03/11/2024,139704.85,Approved,139704.85
1100,108,28/09/2024,06/01/2025,150691.62,Pending,0
1101,3200,25/12/2024,03/05/2025,86671.17,Approved,86671.17
1102,514,02/12/2023,04/01/2024,95433,Approved,95433
1103,4046,10/02/2026,23/05/2026,80006.14,Approved,80006.14
1104,2385,28/01/2024,01/03/2024,96444.04,Rejected,0
1105,3513,19/04/2024,21/08/2024,114480.47,Approved,114480.47
1106,4909,01/03/2025,03/05/2025,53618.29,Approved,53618.29
1107,3772,03/08/2026,28/12/2026,134513.64,Approved,134513.64
1108,4395,19/04/2026,06/06/2026,118978.49,Approved,118978.49
1109,2877,30/07/2023,11/09/2023,123436.09,Pending,0
1110,4243,22/04/2025,29/05/2025,184880.53,Approved,184880.53
1111,5503,20/07/2025,23/10/2025,145833.11,Approved,145833.11
1112,4025,24/11/2025,25/01/2026,185382.57,Pending,0
1113,5408,23/08/2025,26/08/2025,160954.01,Approved,160954.01
1114,3388,01/08/2023,06/08/2023,148132.59,Approved,148132.59
1115,2981,22/12/2025,04/05/2026,109985.61,Rejected,0
1116,3331,18/11/2023,24/12/2023,133817.99,Rejected,0
1117,3570,09/05/2025,05/10/2025,105596.42,Pending,0
1118,2293,10/09/2025,23/10/2025,40538.86,Approved,40538.86
1119,5598,17/10/2025,30/10/2025,189062.71,Approved,189062.71
1120,189,28/01/2024,06/04/2024,182617.32,Rejected,0
1121,1281,20/05/2026,16/06/2026,173548.38,Approved,173548.38
1122,5328,28/11/2025,05/03/2026,142082.92,Approved,104783.94
1123,4615,04/11/2024,20/03/2025,40175.6,Approved,31125.52
1124,2546,17/05/2025,22/05/2025,184492.89,Approved,184492.89
1125,3998,23/08/2024,01/12/2024,4165.26,Rejected,0
1126,250,23/11/2024,21/02/2025,60814.08,Approved,59567.88
1127,1430,20/05/2023,04/06/2023,175796.12,Rejected,0
1128,1856,28/06/2023,17/11/2023,45503.75,Pending,0
1129,2834,02/11/2025,10/02/2026,18015.11,Rejected,0
1130,3168,27/10/2023,08/03/2024,122683.45,Pending,0
1131,351,21/11/2024,18/01/2025,114793.26,Approved,114793.26
1132,1278,12/11/2024,04/02/2025,26788.54,Approved,26788.54
1133,1434,02/04/2024,18/08/2024,40860.89,Rejected,0
1134,5076,22/11/2025,09/02/2026,179779.31,Rejected,0
1135,2150,30/09/2023,18/01/2024,195167.49,Pending,0
1136,5188,07/06/2025,29/10/2025,63840.49,Pending,0
1137,2873,23/08/2024,06/01/2025,24118.26,Pending,0
1138,774,13/10/2023,19/11/2023,153204.29,Rejected,0
1139,1008,23/06/2025,06/10/2025,149249.14,Approved,121198.54
1140,404,08/03/2024,15/04/2024,21800.9,Rejected,0
1141,2648,13/12/2023,19/12/2023,122590.33,Rejected,0
1142,3827,13/09/2024,05/02/2025,119473.96,Rejected,0
1143,4956,23/03/2025,29/03/2025,137784.19,Approved,137784.19
1144,3531,11/11/2023,10/03/2024,75104.9,Rejected,0
1145,3694,25/01/2026,30/05/2026,33175.38,Approved,33175.38
1146,4244,08/03/2024,11/03/2024,190064.51,Pending,0
1147,4064,05/11/2025,26/12/2025,13694.2,Rejected,0
1148,3008,04/08/2025,07/12/2025,173421.59,Rejected,0
1149,509,29/10/2025,15/02/2026,8844.34,Approved,8844.34
1150,182,24/10/2024,12/01/2025,187858.26,Approved,187858.26
1151,1445,10/03/2026,22/07/2026,140970.45,Rejected,0
1152,4458,06/02/2024,18/06/2024,91651.63,Approved,85246.3
1153,3785,20/08/2024,30/12/2024,196774.21,Approved,196774.21
1154,4108,06/12/2025,17/04/2026,192537.17,Rejected,0
1155,1494,03/04/2025,16/06/2025,176937.32,Approved,176937.32
1156,3813,15/04/2026,11/08/2026,59236.74,Approved,49644.95
1157,4582,08/11/2025,06/03/2026,90613.77,Rejected,0
1158,4422,27/03/2024,24/04/2024,117296.82,Approved,90053.4
1159,585,20/04/2024,03/08/2024,5469.97,Approved,5469.97
1160,2658,13/01/2025,05/03/2025,18490.84,Pending,0
1161,5813,21/12/2025,31/01/2026,25147.07,Rejected,0
1162,1182,04/09/2023,28/12/2023,17518.66,Rejected,0
1163,1390,22/06/2025,28/09/2025,195050.69,Rejected,0
1164,38,03/06/2024,13/07/2024,76431.1,Approved,76431.1
1165,2992,20/01/2026,13/06/2026,172603.16,Pending,0
1166,779,25/08/2023,01/10/2023,142553.47,Approved,142553.47
1167,4854,05/08/2024,27/11/2024,36548.86,Approved,35474.78
1168,2328,04/02/2025,09/04/2025,99776.71,Approved,99776.71
1169,2813,08/06/2025,12/10/2025,117978.03,Approved,117978.03
1170,3981,26/05/2025,16/09/2025,120220.37,Approved,120220.37
1171,4363,09/01/2026,21/03/2026,111730.96,Rejected,0
1172,1150,04/07/2025,16/07/2025,11485.26,Approved,11485.26
1173,5285,05/12/2023,13/12/2023,167683.88,Rejected,0
1174,1111,28/01/2026,22/04/2026,10281.76,Pending,0
1175,5572,15/08/2025,29/09/2025,57233.92,Approved,57233.92
1176,5889,21/08/2025,14/01/2026,35895.14,Rejected,0
1177,5188,13/11/2025,10/04/2026,7650.09,Approved,7650.09
1178,5212,05/10/2024,07/01/2025,164142.82,Pending,0
1179,4284,07/05/2025,24/09/2025,94427.96,Approved,94427.96
1180,2422,20/04/2025,13/07/2025,105166.92,Approved,105166.92
1181,5929,20/08/2026,03/09/2026,146080.84,Approved,146080.84
1182,4819,13/08/2025,14/12/2025,121153.22,Rejected,0
1183,444,11/06/2025,23/08/2025,169635.69,Approved,169635.69
1184,1792,05/07/2024,03/10/2024,123050.85,Pending,0
1185,5625,31/05/2026,11/10/2026,99799.35,Rejected,0
1186,5924,02/09/2024,31/10/2024,195861.9,Rejected,0
1187,5488,20/03/2025,19/04/2025,125279.42,Approved,125279.42
1188,5971,23/01/2026,09/05/2026,67091.56,Approved,67091.56
1189,694,23/08/2026,16/10/2026,40636.83,Approved,40636.83
1190,4787,10/07/2023,26/09/2023,110223.72,Approved,110223.72
1191,1402,18/10/2024,11/01/2025,145017.13,Approved,145017.13
1192,5020,20/11/2023,03/01/2024,166848.15,Approved,122593.86
1193,935,09/11/2024,18/11/2024,96558.36,Rejected,0
1194,4444,30/06/2025,25/10/2025,107625.03,Pending,0
1195,3944,10/12/2023,06/04/2024,83083.64,Rejected,0
1196,945,15/03/2025,26/07/2025,145130.35,Approved,145130.35
1197,708,05/01/2024,09/01/2024,137255.91,Approved,137255.91
1198,2262,26/03/2024,11/04/2024,56451.78,Pending,0
1199,5837,26/02/2024,22/05/2024,125488.91,Pending,0
1200,1971,16/02/2025,12/07/2025,37882.09,Rejected,0
1201,3952,19/11/2025,05/02/2026,63242.63,Rejected,0
1202,1441,13/11/2023,21/01/2024,99662.36,Approved,99662.36
1203,1120,18/07/2025,03/10/2025,60812.5,Approved,60812.5
1204,5817,26/06/2024,16/08/2024,89032.93,Pending,0
1205,2765,31/08/2025,01/01/2026,31238.52,Pending,0
1206,99,17/04/2026,18/08/2026,104963.78,Rejected,0
1207,863,17/05/2025,22/06/2025,20101.19,Rejected,0
1208,3959,10/08/2026,12/09/2026,7792.23,Approved,7792.23
1209,5098,14/08/2026,12/09/2026,186501.3,Approved,186501.3
1210,1840,23/07/2026,14/08/2026,177892.58,Approved,177892.58
1211,548,16/09/2026,04/12/2026,151819.52,Approved,151819.52
1212,1212,16/01/2025,08/04/2025,57670.19,Approved,57670.19
1213,1597,06/09/2024,06/10/2024,31920.45,Approved,31920.45
1214,3825,11/04/2024,01/09/2024,41712.19,Approved,41712.19
1215,5448,17/04/2024,25/06/2024,141018.56,Approved,141018.56
1216,2474,20/05/2023,02/07/2023,122845.95,Approved,122845.95
1217,2243,10/01/2026,22/01/2026,94411.75,Approved,94411.75
1218,3611,18/09/2025,25/12/2025,85579.92,Approved,85579.92
1219,3557,12/05/2024,03/09/2024,62831.91,Rejected,0
1220,5571,18/03/2023,01/08/2023,184595.41,Approved,184595.41
1221,4060,05/08/2025,07/09/2025,160568.92,Approved,160568.92
1222,930,16/12/2025,11/04/2026,129061.51,Approved,129061.51
1223,2089,10/05/2024,08/07/2024,29172.48,Pending,0
1224,1252,07/11/2024,12/01/2025,78719.35,Pending,0
1225,1951,27/07/2025,19/10/2025,176539.58,Rejected,0
1226,3927,29/04/2025,31/08/2025,95329.21,Approved,95329.21
1227,2126,14/11/2023,27/12/2023,70048.78,Approved,70048.78
1228,1031,15/09/2023,11/10/2023,142997.48,Approved,142997.48
1229,4522,08/06/2024,26/06/2024,106782.74,Rejected,0
1230,930,21/05/2026,03/09/2026,49116.37,Approved,49116.37
1231,2176,28/07/2026,03/11/2026,42043.51,Approved,42043.51
1232,341,13/01/2026,04/05/2026,68769.07,Approved,68769.07
1233,1880,30/07/2023,18/08/2023,142525.81,Rejected,0
1234,5553,10/03/2025,08/04/2025,92850.23,Approved,92850.23
1235,1881,07/09/2025,22/10/2025,81455.84,Approved,81455.84
1236,1860,06/02/2026,14/05/2026,129175.33,Approved,129175.33
1237,5008,20/02/2025,27/03/2025,180699.57,Pending,0
1238,4800,10/08/2026,10/08/2026,132345.84,Rejected,0
1239,5179,26/05/2024,09/10/2024,123306.65,Approved,123306.65
1240,555,12/03/2023,01/06/2023,158972.16,Approved,158972.16
1241,1411,20/01/2025,18/04/2025,116754.03,Pending,0
1242,4116,12/01/2026,22/05/2026,25947.36,Approved,25947.36
1243,93,13/01/2025,02/06/2025,668.24,Pending,0
1244,3746,07/02/2026,09/05/2026,56800.74,Approved,56800.74
1245,790,17/12/2024,27/03/2025,142498.84,Rejected,0
1246,3668,06/02/2025,14/05/2025,42637.61,Approved,42637.61
1247,3530,24/12/2023,10/02/2024,168743.87,Approved,168743.87
1248,2851,24/02/2026,04/04/2026,174610.77,Approved,174610.77
1249,5482,22/08/2024,09/09/2024,29227.18,Rejected,0
1250,4877,25/03/2026,14/07/2026,27587.26,Pending,0
1251,2238,18/04/2025,02/08/2025,178769.7,Pending,0
1252,1890,25/06/2025,11/10/2025,91151.67,Rejected,0
1253,3447,15/03/2026,03/08/2026,77250.59,Rejected,0
1254,656,06/11/2024,23/12/2024,1982.28,Approved,1982.28
1255,3817,16/09/2024,22/01/2025,185349.61,Approved,185349.61
1256,5105,04/11/2023,13/11/2023,141124.07,Approved,141124.07
1257,5044,09/07/2025,29/07/2025,146392.99,Approved,143757.55
1258,4831,29/05/2025,25/09/2025,104909.68,Approved,104909.68
1259,3342,08/03/2025,06/07/2025,132915.52,Rejected,0
1260,871,30/10/2026,18/11/2026,108069.84,Rejected,0
1261,3349,30/07/2025,17/10/2025,180765.26,Rejected,0
1262,5812,20/08/2024,22/08/2024,102776.29,Approved,102776.29
1263,1923,21/01/2024,07/05/2024,195563.22,Approved,195563.22
1264,1651,29/08/2025,07/09/2025,119728.49,Rejected,0
1265,3780,31/08/2023,22/01/2024,126045.36,Approved,126045.36
1266,1905,01/12/2024,14/12/2024,58704.77,Rejected,0
1267,5195,06/09/2026,12/09/2026,16960.78,Approved,16960.78
1268,3281,26/07/2025,28/09/2025,56553.9,Approved,28670.54
1269,5938,13/09/2025,27/10/2025,147923.96,Pending,0
1270,1986,02/11/2024,24/02/2025,35492.17,Approved,35492.17
1271,2760,15/05/2023,16/09/2023,105714.08,Approved,105714.08
1272,5047,25/06/2023,01/08/2023,164433.89,Approved,142868.88
1273,1277,30/11/2025,08/03/2026,88316.91,Approved,88316.91
1274,3067,09/08/2024,03/01/2025,69342.61,Rejected,0
1275,447,11/09/2024,17/11/2024,23640.88,Rejected,0
1276,4133,19/08/2024,15/12/2024,60622.74,Approved,60622.74
1277,2995,16/04/2024,14/06/2024,141268.76,Approved,141268.76
1278,5149,12/05/2024,24/09/2024,2866.68,Pending,0
1279,1926,13/02/2024,20/05/2024,192371.66,Rejected,0
1280,1046,13/12/2025,23/12/2025,106493.02,Approved,106493.02
1281,1283,09/08/2023,17/10/2023,53784.02,Approved,53784.02
1282,403,24/05/2026,20/10/2026,154743.63,Approved,154743.63
1283,1303,26/08/2026,23/01/2027,104230.49,Rejected,0
1284,2062,16/09/2024,01/11/2024,2610.31,Approved,2610.31
1285,2566,03/04/2025,06/04/2025,105290.22,Approved,105290.22
1286,1878,21/09/2023,16/11/2023,50753.27,Rejected,0
1287,3214,31/03/2024,06/04/2024,11847.94,Rejected,0
1288,5563,07/09/2024,01/11/2024,127797.54,Pending,0
1289,2410,13/06/2025,13/07/2025,121134.81,Approved,121134.81
1290,172,20/12/2025,13/05/2026,37361.34,Rejected,0
1291,210,30/11/2023,16/01/2024,93657.64,Approved,76143.89
1292,2817,23/02/2026,12/06/2026,133682.05,Rejected,0
1293,4408,14/09/2025,18/11/2025,15262.41,Approved,15262.41
1294,1953,10/01/2025,19/04/2025,12481.7,Approved,7859.55
1295,1397,14/04/2025,01/05/2025,185752.97,Approved,185752.97
1296,1309,26/11/2025,31/03/2026,108356.12,Approved,108356.12
1297,5601,06/07/2025,02/08/2025,143222.36,Pending,0
1298,335,18/01/2024,26/01/2024,114483.24,Approved,114483.24
1299,2685,21/02/2026,25/02/2026,30196.43,Pending,0
1300,138,24/06/2024,24/06/2024,133088.86,Pending,0
1301,5593,29/04/2025,06/06/2025,180971.2,Rejected,0
1302,5469,21/04/2024,21/04/2024,188012.26,Approved,188012.26
1303,2612,09/12/2024,22/03/2025,156296.94,Rejected,0
1304,1590,10/02/2023,28/06/2023,77192.56,Approved,77192.56
