policy_id,customer_id,product_id,policy_number,start_date,end_date,premium_amount,coverage_amount
6580,1535,7,TRV-2025-0006580,2025-06-17,2026-06-16,1769.40,57188.85
6581,990,3,HOM-2025-0006581,2025-08-29,2026-08-28,1340.84,56770.39
6582,1637,7,TRV-2024-0006582,2024-03-16,2025-03-15,507.30,3417.10
6583,116,8,TRV-2023-0006583,2023-02-02,2024-02-01,299.90,3182.14
6584,3248,2,HLT-2025-0006584,2025-05-19,2026-05-18,295.94,6196.96
6585,4536,4,HOM-2024-0006585,2024-07-20,2025-07-19,993.56,44891.70
6586,4574,3,HOM-2023-0006586,2023-04-06,2024-04-05,563.29,20714.38
6587,4039,7,TRV-2023-0006587,2023-03-02,2024-03-01,253.46,11795.25
6588,2147,5,MTR-2024-0006588,2024-05-08,2025-05-07,737.36,29546.59
6589,3920,4,HOM-2024-0006589,2024-05-29,2025-05-28,200.00,3918.81
6590,2151,3,HOM-2024-0006590,2024-10-10,2025-10-09,1177.52,13578.79
6591,1775,3,HOM-2024-0006591,2024-09-13,2025-09-12,615.69,7002.58
6592,1323,1,HLT-2023-0006592,2023-06-11,2024-06-10,1500.18,50351.02
6593,4977,5,MTR-2023-0006593,2023-11-23,2024-11-22,368.61,6052.22
6594,1262,6,MTR-2025-0006594,2025-09-15,2026-09-14,445.77,13466.53
6595,5492,3,HOM-2025-0006595,2025-06-28,2026-06-27,407.33,15185.66
6596,5448,3,HOM-2022-0006596,2022-12-23,2023-12-22,749.75,9775.78
6597,2898,7,TRV-2025-0006597,2025-08-16,2026-08-15,812.40,6151.65
6598,1499,6,MTR-2025-0006598,2025-08-14,2026-08-13,939.07,13614.50
6599,5375,1,HLT-2024-0006599,2024-07-22,2025-07-21,651.60,29654.20
6600,1984,8,TRV-2023-0006600,2023-02-28,2024-02-27,200.00,8780.44
6601,2004,2,HLT-2024-0006601,2024-03-23,2025-03-22,283.82,12340.14
6602,940,1,HLT-2025-0006602,2025-02-27,2026-02-26,303.70,5229.72
6603,5601,8,TRV-2023-0006603,2023-02-07,2024-02-06,1545.22,26902.41
6604,1935,1,HLT-2024-0006604,2024-04-15,2025-04-14,1246.58,33471.31
6605,2583,4,HOM-2025-0006605,2025-03-23,2026-03-22,979.99,42683.20
6606,2498,2,HLT-2025-0006606,2025-05-01,2026-04-30,1119.24,38495.20
6607,2654,3,HOM-2023-0006607,2023-07-26,2024-07-25,425.82,2388.78
6608,5407,2,HLT-2024-0006608,2024-04-26,2025-04-25,361.95,5389.01
6609,3157,3,HOM-2025-0006609,2025-01-24,2026-01-23,1366.35,31505.53
6610,470,5,MTR-2025-0006610,2025-11-23,2026-11-22,567.96,19809.68
6611,1877,8,TRV-2023-0006611,2023-11-13,2024-11-12,322.16,11133.30
6612,3164,2,HLT-2023-0006612,2023-07-31,2024-07-30,442.86,8468.54
6613,2268,8,TRV-2023-0006613,2023-02-22,2024-02-21,982.78,6905.49
6614,2609,5,MTR-2025-0006614,2025-10-17,2026-10-16,317.12,9700.85
6615,1428,2,HLT-2024-0006615,2024-08-07,2025-08-06,512.21,11049.87
6616,3508,5,MTR-2024-0006616,2024-10-28,2025-10-27,1503.14,12387.29
6617,4639,6,MTR-2025-0006617,2025-06-17,2026-06-16,1000.92,19865.93
6618,2226,1,HLT-2025-0006618,2025-05-17,2026-05-16,225.65,6911.86
6619,5493,2,HLT-2025-0006619,2025-01-28,2026-01-27,634.71,19631.86
6620,3080,4,HOM-2023-0006620,2023-04-24,2024-04-23,683.17,21582.75
6621,3694,8,TRV-2023-0006621,2023-11-15,2024-11-14,476.19,10047.07
6622,1514,1,HLT-2024-0006622,2024-10-06,2025-10-05,420.91,11142.42
6623,5,3,HOM-2024-0006623,2024-02-29,2025-02-27,391.54,2277.67
6624,1383,7,TRV-2024-0006624,2024-08-09,2025-08-08,644.87,31558.49
6625,5462,1,HLT-2023-0006625,2023-07-23,2024-07-22,640.07,5248.85
6626,5342,8,TRV-2023-0006626,2023-06-29,2024-06-28,300.06,2797.83
6627,5972,2,HLT-2024-0006627,2024-05-11,2025-05-10,842.65,9888.67
6628,601,4,HOM-2023-0006628,2023-04-13,2024-04-12,696.00,21381.69
6629,5870,7,TRV-2024-0006629,2024-12-14,2025-12-13,313.64,14354.41
6630,5082,7,TRV-2025-0006630,2025-05-11,2026-05-10,712.63,18403.02
6631,4642,8,TRV-2023-0006631,2023-02-20,2024-02-19,821.01,19104.29
6632,4640,8,TRV-2025-0006632,2025-04-05,2026-04-04,550.31,8091.14
6633,1352,7,TRV-2024-0006633,2024-08-17,2025-08-16,714.06,19332.98
6634,3964,4,HOM-2024-0006634,2024-01-17,2025-01-16,436.94,3755.78
6635,4932,3,HOM-2023-0006635,2023-04-17,2024-04-16,858.80,9389.54
6636,5342,7,TRV-2024-0006636,2024-08-16,2025-08-15,200.00,7074.55
6637,232,8,TRV-2025-0006637,2025-01-23,2026-01-22,222.09,10696.18
6638,5698,8,TRV-2024-0006638,2024-10-10,2025-10-09,1007.89,34463.46
6639,3444,6,MTR-2025-0006639,2025-11-24,2026-11-23,547.50,8582.29
6640,5222,4,HOM-2023-0006640,2023-06-26,2024-06-25,1216.71,57588.96
6641,5612,5,MTR-2023-0006641,2023-07-03,2024-07-02,232.19,3282.17
6642,4937,2,HLT-2024-0006642,2024-12-22,2025-12-21,315.42,10518.76
6643,3132,6,MTR-2025-0006643,2025-04-22,2026-04-21,590.88,11164.38
6644,253,6,MTR-2023-0006644,2023-10-09,2024-10-08,508.88,6705.01
6645,1022,3,HOM-2025-0006645,2025-01-01,2025-12-31,650.42,4589.12
6646,992,2,HLT-2024-0006646,2024-08-11,2025-08-10,1354.45,28225.08
6647,193,6,MTR-2025-0006647,2025-09-14,2026-09-13,262.09,7045.78
6648,3098,5,MTR-2025-0006648,2025-05-11,2026-05-10,1172.58,58269.52
6649,4613,8,TRV-2023-0006649,2023-10-06,2024-10-05,415.69,17034.70
6650,2328,8,TRV-2025-0006650,2025-04-25,2026-04-24,879.39,4669.51
6651,410,1,HLT-2025-0006651,2025-07-19,2026-07-18,473.98,5361.96
6652,4598,8,TRV-2025-0006652,2025-02-27,2026-02-26,824.80,18808.69
6653,2533,7,TRV-2023-0006653,2023-12-23,2024-12-22,1015.21,27754.35
6654,2440,8,TRV-2023-0006654,2023-12-17,2024-12-16,1055.56,33449.50
6655,2536,2,HLT-2023-0006655,2023-03-27,2024-03-26,910.06,21741.82
6656,1649,7,TRV-2024-0006656,2024-01-23,2025-01-22,210.68,9496.12
6657,3495,1,HLT-2024-0006657,2024-10-04,2025-10-03,1052.97,17439.21
6658,2709,1,HLT-2024-0006658,2024-04-21,2025-04-20,475.60,2871.39
6659,2001,6,MTR-2025-0006659,2025-11-03,2026-11-02,345.05,6612.21
6660,1807,8,TRV-2025-0006660,2025-05-18,2026-05-17,996.43,13913.24
6661,4824,7,TRV-2023-0006661,2023-04-24,2024-04-23,428.14,20926.33
6662,4629,7,TRV-2023-0006662,2023-05-29,2024-05-28,376.73,12334.38
6663,3805,8,TRV-2025-0006663,2025-10-14,2026-10-13,366.04,3132.76
6664,5202,6,MTR-2024-0006664,2024-09-08,2025-09-07,299.03,3343.42
6665,5702,7,TRV-2024-0006665,2024-09-23,2025-09-22,267.93,4025.19
6666,1686,1,HLT-2024-0006666,2024-06-25,2025-06-24,304.12,11028.14
6667,4863,8,TRV-2024-0006667,2024-05-30,2025-05-29,767.96,28687.69
6668,1468,6,MTR-2023-0006668,2023-09-27,2024-09-26,716.08,14851.07
6669,1324,3,HOM-2024-0006669,2024-04-17,2025-04-16,388.83,10039.69
6670,5525,4,HOM-2024-0006670,2024-05-24,2025-05-23,442.37,10703.36
6671,1923,2,HLT-2025-0006671,2025-06-15,2026-06-14,676.61,29364.63
6672,5031,5,MTR-2025-0006672,2025-09-19,2026-09-18,678.93,31385.19
6673,5086,6,MTR-2023-0006673,2023-01-12,2024-01-11,1117.72,36356.73
6674,2857,5,MTR-2024-0006674,2024-03-23,2025-03-22,613.44,14494.14
6675,3561,4,HOM-2023-0006675,2023-08-25,2024-08-24,814.09,15007.07
6676,2707,5,MTR-2024-0006676,2024-06-01,2025-05-31,425.76,18886.57
6677,2394,4,HOM-2025-0006677,2025-07-20,2026-07-19,298.45,5620.60
6678,2108,2,HLT-2024-0006678,2024-10-22,2025-10-21,453.00,18403.95
6679,2502,2,HLT-2025-0006679,2025-07-31,2026-07-30,503.33,11475.16
6680,4944,4,HOM-2023-0006680,2023-07-20,2024-07-19,477.73,18576.13
6681,1986,5,MTR-2024-0006681,2024-10-20,2025-10-19,2385.22,41527.77
6682,3694,5,MTR-2023-0006682,2023-02-13,2024-02-12,200.00,3037.73
6683,2209,7,TRV-2023-0006683,2023-12-03,2024-12-02,406.46,6857.28
6684,4308,3,HOM-2023-0006684,2023-10-12,2024-10-11,1778.47,20585.23
6685,392,6,MTR-2025-0006685,2025-11-04,2026-11-03,806.43,22195.12
6686,1052,8,TRV-2024-0006686,2024-07-08,2025-07-07,781.17,29340.41
6687,1790,5,MTR-2023-0006687,2023-08-05,2024-08-04,619.14,5875.11
6688,1292,2,HLT-2023-0006688,2023-04-18,2024-04-17,769.07,37323.13
6689,4678,8,TRV-2023-0006689,2023-05-29,2024-05-28,998.42,10791.92
6690,5663,3,HOM-2023-0006690,2023-02-28,2024-02-27,1292.31,13157.60
6691,3922,1,HLT-2023-0006691,2023-12-18,2024-12-17,1328.37,35270.69
6692,2469,6,MTR-2025-0006692,2025-07-27,2026-07-26,1457.12,19922.09
6693,5164,7,TRV-2023-0006693,2023-07-23,2024-07-22,572.78,12414.71
6694,3872,3,HOM-2024-0006694,2024-02-25,2025-02-24,622.54,27181.00
6695,1030,1,HLT-2022-0006695,2022-12-27,2023-12-26,989.81,15836.49
6696,352,5,MTR-2024-0006696,2024-05-22,2025-05-21,417.47,7312.49
6697,3546,5,MTR-2025-0006697,2025-11-17,2026-11-16,715.63,15863.77
6698,526,3,HOM-2023-0006698,2023-05-27,2024-05-26,200.00,7511.81
6699,1830,1,HLT-2024-0006699,2024-03-23,2025-03-22,384.21,16149.58
6700,1159,6,MTR-2024-0006700,2024-11-04,2025-11-03,476.36,4667.67
6701,941,4,HOM-2024-0006701,2024-12-06,2025-12-05,1176.91,44749.35
6702,3781,6,MTR-2023-0006702,2023-01-10,2024-01-09,582.64,25421.30
6703,2919,7,TRV-2024-0006703,2024-05-04,2025-05-03,750.49,10179.76
6704,4771,6,MTR-2023-0006704,2023-10-26,2024-10-25,886.63,29489.49
6705,3862,1,HLT-2025-0006705,2025-03-20,2026-03-19,447.74,13428.61
6706,3525,2,HLT-2023-0006706,2023-10-31,2024-10-30,516.30,24019.00
6707,4993,4,HOM-2023-0006707,2023-10-18,2024-10-17,644.57,30615.26
6708,2138,6,MTR-2025-0006708,2025-04-02,2026-04-01,632.87,18900.52
6709,1549,5,MTR-2025-0006709,2025-02-25,2026-02-24,849.72,30852.77
6710,3249,7,TRV-2024-0006710,2024-01-11,2025-01-10,455.19,6808.70
6711,594,4,HOM-2025-0006711,2025-04-06,2026-04-05,802.28,37751.04
6712,4512,6,MTR-2024-0006712,2024-12-25,2025-12-24,1335.98,9569.10
6713,1676,5,MTR-2025-0006713,2025-07-30,2026-07-29,959.95,43256.50
6714,1560,7,TRV-2023-0006714,2023-07-13,2024-07-12,616.14,7449.57
6715,5495,3,HOM-2025-0006715,2025-11-19,2026-11-18,223.97,1457.34
6716,2037,4,HOM-2025-0006716,2025-11-25,2026-11-24,388.41,7360.85
6717,2399,3,HOM-2025-0006717,2025-10-09,2026-10-08,226.09,3827.83
6718,1703,2,HLT-2023-0006718,2023-01-03,2024-01-02,710.60,4151.50
6719,1900,8,TRV-2024-0006719,2024-07-13,2025-07-12,1418.68,52688.72
6720,3406,7,TRV-2025-0006720,2025-05-29,2026-05-28,342.50,13756.30
6721,4426,1,HLT-2025-0006721,2025-10-01,2026-09-30,588.75,3809.29
6722,5335,6,MTR-2025-0006722,2025-03-03,2026-03-02,325.65,12043.84
6723,1154,5,MTR-2023-0006723,2023-02-11,2024-02-10,1309.70,29028.60
6724,4773,1,HLT-2024-0006724,2024-01-06,2025-01-05,250.04,2971.62
6725,5357,2,HLT-2023-0006725,2023-08-27,2024-08-26,686.11,23395.32
6726,3992,8,TRV-2023-0006726,2023-03-09,2024-03-08,957.90,43121.87
6727,528,8,TRV-2024-0006727,2024-02-20,2025-02-19,446.46,7526.12
6728,308,5,MTR-2023-0006728,2023-10-13,2024-10-12,640.02,9186.06
6729,2610,1,HLT-2025-0006729,2025-11-22,2026-11-21,980.39,11747.48
6730,4396,6,MTR-2025-0006730,2025-07-22,2026-07-21,1790.94,85295.69
6731,1339,3,HOM-2024-0006731,2024-01-31,2025-01-30,594.88,24793.41
6732,4994,5,MTR-2023-0006732,2023-02-26,2024-02-25,1071.09,25701.44
6733,2772,3,HOM-2024-0006733,2024-11-27,2025-11-26,559.70,14093.53
6734,2759,3,HOM-2025-0006734,2025-09-18,2026-09-17,622.32,8683.64
6735,1094,3,HOM-2022-0006735,2022-12-18,2023-12-17,1609.34,53208.61
6736,1915,1,HLT-2023-0006736,2023-03-19,2024-03-18,548.65,6108.20
6737,1102,6,MTR-2024-0006737,2024-07-31,2025-07-30,1056.80,24366.92
6738,884,4,HOM-2025-0006738,2025-09-26,2026-09-25,477.88,6785.18
6739,82,4,HOM-2024-0006739,2024-01-31,2025-01-30,549.90,3293.07
6740,1616,5,MTR-2025-0006740,2025-09-30,2026-09-29,514.16,12017.52
6741,3613,2,HLT-2025-0006741,2025-09-26,2026-09-25,1098.44,41776.80
6742,1007,7,TRV-2024-0006742,2024-06-17,2025-06-16,224.67,9042.76
6743,2992,1,HLT-2023-0006743,2023-05-22,2024-05-21,1621.85,40042.31
6744,3497,3,HOM-2023-0006744,2023-01-04,2024-01-03,518.04,20677.96
6745,4995,6,MTR-2024-0006745,2024-03-04,2025-03-03,497.17,19285.56
6746,2583,4,HOM-2025-0006746,2025-09-09,2026-09-08,696.53,31649.64
6747,465,3,HOM-2024-0006747,2024-07-28,2025-07-27,466.05,8160.41
6748,3033,4,HOM-2023-0006748,2023-11-30,2024-11-29,246.96,1857.70
6749,1418,4,HOM-2024-0006749,2024-07-19,2025-07-18,1113.91,42397.89
6750,4556,5,MTR-2025-0006750,2025-02-02,2026-02-01,389.70,16259.42
6751,1398,4,HOM-2023-0006751,2023-05-09,2024-05-08,1361.01,8583.83
6752,2219,3,HOM-2024-0006752,2024-04-09,2025-04-08,925.34,6569.92
6753,4426,5,MTR-2024-0006753,2024-12-27,2025-12-26,678.43,17388.41
6754,4764,1,HLT-2025-0006754,2025-06-20,2026-06-19,553.17,5027.77
6755,5880,3,HOM-2025-0006755,2025-03-10,2026-03-09,936.28,45028.08
6756,5423,3,HOM-2023-0006756,2023-04-21,2024-04-20,1758.78,31957.62
6757,3059,1,HLT-2023-0006757,2023-09-21,2024-09-20,855.12,21181.83
6758,5917,7,TRV-2023-0006758,2023-10-10,2024-10-09,719.73,33275.37
6759,2121,8,TRV-2025-0006759,2025-01-21,2026-01-20,644.38,24379.56
6760,833,8,TRV-2024-0006760,2024-11-16,2025-11-15,1147.71,38905.87
6761,5661,8,TRV-2025-0006761,2025-04-24,2026-04-23,1126.35,21907.70
6762,2133,7,TRV-2023-0006762,2023-01-08,2024-01-07,790.71,7720.64
6763,4922,3,HOM-2023-0006763,2023-02-05,2024-02-04,982.81,45852.68
6764,410,7,TRV-2023-0006764,2023-12-25,2024-12-24,1678.38,35563.59
6765,4437,4,HOM-2025-0006765,2025-03-07,2026-03-06,2899.18,84531.48
6766,3611,3,HOM-2024-0006766,2024-03-23,2025-03-22,562.64,22780.11
6767,3844,3,HOM-2024-0006767,2024-05-07,2025-05-06,415.02,8415.16
6768,526,3,HOM-2025-0006768,2025-01-05,2026-01-04,1368.77,16425.01
6769,4906,1,HLT-2024-0006769,2024-08-08,2025-08-07,519.12,21346.16
6770,4792,6,MTR-2023-0006770,2023-08-06,2024-08-05,386.21,8626.96
6771,4373,5,MTR-2023-0006771,2023-01-03,2024-01-02,1059.72,39281.19
6772,4155,3,HOM-2024-0006772,2024-05-27,2025-05-26,363.98,17333.44
6773,3977,4,HOM-2025-0006773,2025-11-03,2026-11-02,393.81,13083.96
6774,3698,2,HLT-2024-0006774,2024-06-04,2025-06-03,266.75,10869.88
6775,817,3,HOM-2024-0006775,2024-06-10,2025-06-09,1241.67,10931.83
6776,387,2,HLT-2025-0006776,2025-08-03,2026-08-02,362.60,10475.95
6777,4207,1,HLT-2024-0006777,2024-03-19,2025-03-18,645.73,10077.77
6778,2840,7,TRV-2023-0006778,2023-12-07,2024-12-06,413.09,17073.18
6779,5032,1,HLT-2025-0006779,2025-01-22,2026-01-21,500.48,17583.08
6780,606,8,TRV-2024-0006780,2024-02-07,2025-02-06,790.40,34364.69
6781,3971,5,MTR-2023-0006781,2023-03-12,2024-03-11,437.92,15857.68
6782,5156,4,HOM-2025-0006782,2025-08-04,2026-08-03,751.44,23987.39
6783,2888,2,HLT-2024-0006783,2024-01-10,2025-01-09,601.09,18903.72
6784,5075,5,MTR-2024-0006784,2024-07-29,2025-07-28,1090.03,39513.61
6785,1459,6,MTR-2023-0006785,2023-01-20,2024-01-19,231.65,8822.35
6786,897,8,TRV-2025-0006786,2025-04-16,2026-04-15,200.47,1922.72
6787,1438,3,HOM-2024-0006787,2024-02-14,2025-02-13,432.56,19784.96
6788,3177,5,MTR-2023-0006788,2023-11-21,2024-11-20,200.00,3247.96
6789,4568,8,TRV-2023-0006789,2023-07-29,2024-07-28,761.53,10037.31
6790,176,6,MTR-2024-0006790,2024-05-19,2025-05-18,200.00,8714.40
6791,1226,3,HOM-2024-0006791,2024-08-07,2025-08-06,657.78,6633.32
6792,1444,7,TRV-2025-0006792,2025-09-21,2026-09-20,498.87,17740.18
6793,5613,5,MTR-2023-0006793,2023-07-07,2024-07-06,607.59,19199.61
6794,5293,7,TRV-2023-0006794,2023-04-21,2024-04-20,753.80,32601.76
6795,1575,4,HOM-2024-0006795,2024-07-21,2025-07-20,200.00,7660.34
6796,13,4,HOM-2025-0006796,2025-02-21,2026-02-20,298.12,4205.30
6797,2375,5,MTR-2025-0006797,2025-10-24,2026-10-23,1063.69,19776.00
6798,152,5,MTR-2025-0006798,2025-07-14,2026-07-13,1521.37,41988.52
6799,4249,8,TRV-2025-0006799,2025-08-03,2026-08-02,248.54,6930.75
6800,4753,6,MTR-2025-0006800,2025-11-06,2026-11-05,849.97,4699.03
6801,3807,1,HLT-2023-0006801,2023-11-24,2024-11-23,200.00,8239.96
6802,85,6,MTR-2024-0006802,2024-09-14,2025-09-13,524.58,17113.50
6803,3093,6,MTR-2023-0006803,2023-12-14,2024-12-13,413.66,3396.86
6804,2566,4,HOM-2025-0006804,2025-05-13,2026-05-12,422.71,17103.28
6805,3672,8,TRV-2023-0006805,2023-07-31,2024-07-30,391.79,6496.68
6806,5751,3,HOM-2024-0006806,2024-09-28,2025-09-27,776.05,17753.50
6807,5200,4,HOM-2024-0006807,2024-04-04,2025-04-03,573.55,6996.23
6808,4897,6,MTR-2025-0006808,2025-07-03,2026-07-02,200.00,4727.03
6809,2196,3,HOM-2024-0006809,2024-04-30,2025-04-29,540.68,13709.36
6810,4080,8,TRV-2024-0006810,2024-11-02,2025-11-01,847.83,16406.19
6811,1397,3,HOM-2025-0006811,2025-03-27,2026-03-26,384.48,17702.30
6812,4647,3,HOM-2023-0006812,2023-06-28,2024-06-27,827.60,4791.11
6813,660,7,TRV-2023-0006813,2023-10-23,2024-10-22,999.35,20704.57
6814,686,3,HOM-2025-0006814,2025-09-14,2026-09-13,951.03,39399.70
6815,1097,1,HLT-2023-0006815,2023-07-09,2024-07-08,409.86,14113.69
6816,4692,3,HOM-2025-0006816,2025-05-26,2026-05-25,645.12,7606.56
6817,2342,2,HLT-2025-0006817,2025-03-25,2026-03-24,563.60,4627.22
6818,3363,4,HOM-2025-0006818,2025-11-02,2026-11-01,1067.97,7360.31
6819,4845,6,MTR-2023-0006819,2023-10-16,2024-10-15,489.84,9410.42
6820,5447,7,TRV-2023-0006820,2023-07-08,2024-07-07,315.22,4875.39
6821,2001,8,TRV-2024-0006821,2024-03-30,2025-03-29,422.34,14814.37
6822,1263,7,TRV-2025-0006822,2025-11-09,2026-11-08,1454.97,18559.92
6823,5099,5,MTR-2025-0006823,2025-02-26,2026-02-25,567.25,19787.73
6824,1473,1,HLT-2023-0006824,2023-07-04,2024-07-03,1046.69,25555.88
6825,623,6,MTR-2024-0006825,2024-10-04,2025-10-03,332.39,11582.48
6826,5108,1,HLT-2023-0006826,2023-07-19,2024-07-18,376.38,12828.47
6827,4516,6,MTR-2025-0006827,2025-09-20,2026-09-19,806.93,7560.39
6828,1677,2,HLT-2025-0006828,2025-05-01,2026-04-30,622.03,9353.21
6829,4410,1,HLT-2023-0006829,2023-08-08,2024-08-07,211.27,1470.95
6830,4702,4,HOM-2024-0006830,2024-04-12,2025-04-11,333.89,12252.68
6831,1287,2,HLT-2023-0006831,2023-03-21,2024-03-20,340.45,14248.34
6832,686,3,HOM-2025-0006832,2025-04-19,2026-04-18,200.00,8654.53
6833,774,3,HOM-2025-0006833,2025-03-12,2026-03-11,1756.72,70611.35
6834,3049,5,MTR-2023-0006834,2023-06-07,2024-06-06,391.69,10971.74
6835,923,6,MTR-2023-0006835,2023-09-18,2024-09-17,537.16,15698.33
6836,3568,7,TRV-2024-0006836,2024-04-12,2025-04-11,452.66,13177.09
6837,3289,5,MTR-2023-0006837,2023-07-20,2024-07-19,1023.48,46274.94
6838,852,2,HLT-2023-0006838,2023-01-20,2024-01-19,753.95,21779.90
6839,2147,1,HLT-2024-0006839,2024-04-14,2025-04-13,366.27,8250.54
6840,2504,3,HOM-2024-0006840,2024-09-09,2025-09-08,1082.56,46195.79
6841,5520,1,HLT-2024-0006841,2024-09-04,2025-09-03,309.01,2137.15
6842,3181,3,HOM-2024-0006842,2024-03-21,2025-03-20,731.38,22417.37
6843,4117,8,TRV-2024-0006843,2024-10-24,2025-10-23,1549.53,38584.83
6844,4297,8,TRV-2025-0006844,2025-08-21,2026-08-20,920.04,14725.09
6845,2570,6,MTR-2024-0006845,2024-02-04,2025-02-03,573.95,22910.49
6846,3177,7,TRV-2023-0006846,2023-07-30,2024-07-29,2316.97,40963.11
6847,3272,5,MTR-2023-0006847,2023-09-23,2024-09-22,310.97,12400.92
6848,973,7,TRV-2023-0006848,2023-05-20,2024-05-19,690.85,25969.00
6849,1783,5,MTR-2023-0006849,2023-06-28,2024-06-27,1259.13,43607.05
6850,916,3,HOM-2023-0006850,2023-09-18,2024-09-17,578.31,21495.01
6851,3573,3,HOM-2023-0006851,2023-01-15,2024-01-14,650.46,8493.09
6852,1583,3,HOM-2025-0006852,2025-07-13,2026-07-12,359.20,2072.53
6853,5654,2,HLT-2025-0006853,2025-07-21,2026-07-20,658.23,4638.05
6854,1337,5,MTR-2024-0006854,2024-01-24,2025-01-23,789.17,22834.94
6855,924,5,MTR-2025-0006855,2025-07-03,2026-07-02,336.32,12771.16
6856,4187,2,HLT-2025-0006856,2025-05-04,2026-05-03,515.88,4669.82
6857,5039,8,TRV-2025-0006857,2025-07-14,2026-07-13,957.01,11392.33
6858,3329,5,MTR-2023-0006858,2023-11-29,2024-11-28,416.89,12878.37
6859,4316,2,HLT-2025-0006859,2025-06-19,2026-06-18,335.06,11501.25
6860,4209,4,HOM-2023-0006860,2023-12-01,2024-11-30,365.65,3652.92
6861,4502,1,HLT-2023-0006861,2023-11-29,2024-11-28,699.11,5289.18
6862,3539,7,TRV-2025-0006862,2025-11-07,2026-11-06,200.00,4688.39
6863,5638,3,HOM-2023-0006863,2023-01-15,2024-01-14,570.42,20980.26
6864,512,1,HLT-2024-0006864,2024-06-16,2025-06-15,382.81,7906.02
6865,1611,3,HOM-2023-0006865,2023-04-08,2024-04-07,377.45,11046.40
6866,1584,7,TRV-2025-0006866,2025-11-08,2026-11-07,397.21,5356.31
6867,790,1,HLT-2024-0006867,2024-12-15,2025-12-14,418.14,8145.14
6868,381,6,MTR-2023-0006868,2023-07-02,2024-07-01,333.84,13831.86
6869,2214,4,HOM-2025-0006869,2025-01-24,2026-01-23,650.20,29183.13
6870,1924,1,HLT-2025-0006870,2025-07-02,2026-07-01,661.94,31170.28
6871,4532,3,HOM-2024-0006871,2024-12-03,2025-12-02,513.92,23959.32
6872,5046,3,HOM-2025-0006872,2025-09-10,2026-09-09,474.15,16452.68
6873,4625,1,HLT-2024-0006873,2024-07-08,2025-07-07,818.90,6292.31
6874,3262,7,TRV-2023-0006874,2023-09-17,2024-09-16,645.83,7995.79
6875,3747,7,TRV-2024-0006875,2024-07-29,2025-07-28,1532.80,72057.40
6876,1860,3,HOM-2025-0006876,2025-01-07,2026-01-06,988.25,42467.71
6877,1694,7,TRV-2024-0006877,2024-12-11,2025-12-10,200.00,7058.57
6878,1669,4,HOM-2023-0006878,2023-07-07,2024-07-06,818.93,34112.60
6879,3339,2,HLT-2023-0006879,2023-08-17,2024-08-16,641.16,17795.15
6880,5202,2,HLT-2023-0006880,2023-10-02,2024-10-01,445.57,19938.04
6881,4443,7,TRV-2023-0006881,2023-11-22,2024-11-21,835.49,10833.37
6882,3727,2,HLT-2023-0006882,2023-01-25,2024-01-24,508.15,8207.87
6883,4524,5,MTR-2024-0006883,2024-08-31,2025-08-30,784.82,38009.58
6884,891,1,HLT-2022-0006884,2022-12-29,2023-12-28,345.17,16841.41
6885,1555,3,HOM-2024-0006885,2024-01-29,2025-01-28,1965.50,68541.07
6886,1285,4,HOM-2024-0006886,2024-09-07,2025-09-06,212.39,9664.40
6887,5873,3,HOM-2023-0006887,2023-11-16,2024-11-15,382.18,3616.08
6888,4429,4,HOM-2025-0006888,2025-10-13,2026-10-12,200.00,4143.95
6889,1530,8,TRV-2023-0006889,2023-10-17,2024-10-16,509.00,19429.95
6890,5967,2,HLT-2023-0006890,2023-10-19,2024-10-18,672.01,19337.74
6891,2666,1,HLT-2023-0006891,2023-03-18,2024-03-17,856.77,19939.38
6892,3951,8,TRV-2023-0006892,2023-09-07,2024-09-06,1057.54,23640.17
6893,5331,1,HLT-2024-0006893,2024-10-18,2025-10-17,380.91,9146.46
6894,5154,6,MTR-2025-0006894,2025-07-21,2026-07-20,214.58,9044.22
6895,1369,1,HLT-2025-0006895,2025-01-05,2026-01-04,400.79,13452.99
6896,4410,2,HLT-2025-0006896,2025-11-08,2026-11-07,803.06,34960.03
6897,2183,4,HOM-2024-0006897,2024-04-23,2025-04-22,515.46,20445.52
6898,5089,3,HOM-2024-0006898,2024-11-15,2025-11-14,1024.92,26667.39
6899,3643,7,TRV-2023-0006899,2023-12-24,2024-12-23,275.92,2829.57
6900,4122,2,HLT-2024-0006900,2024-09-30,2025-09-29,992.54,20699.87
6901,4862,7,TRV-2024-0006901,2024-08-25,2025-08-24,267.75,8321.67
6902,4369,4,HOM-2023-0006902,2023-02-08,2024-02-07,691.22,20284.40
6903,2449,6,MTR-2025-0006903,2025-07-07,2026-07-06,710.60,24681.52
6904,1459,1,HLT-2024-0006904,2024-07-18,2025-07-17,431.00,21369.16
6905,5996,3,HOM-2024-0006905,2024-04-05,2025-04-04,1237.84,45264.45
6906,3088,6,MTR-2024-0006906,2024-08-09,2025-08-08,1354.26,49182.53
6907,3271,7,TRV-2025-0006907,2025-07-12,2026-07-11,1069.63,42108.52
6908,5011,6,MTR-2025-0006908,2025-05-12,2026-05-11,200.00,6172.72
6909,772,3,HOM-2025-0006909,2025-06-15,2026-06-14,280.31,5484.34
6910,1672,5,MTR-2025-0006910,2025-03-17,2026-03-16,390.88,12802.66
6911,4860,3,HOM-2025-0006911,2025-02-28,2026-02-27,360.36,7370.91
